seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr10	122610579	122610716	138	*	X1174	55717	122610687	122669038	58352	+	0	overlapStart	0	WDR11
chr10	124133895	124134010	116	*	X1176	59338	124134094	124191871	57778	+	83	upstream	83	PLEKHA1
chr10	124713906	124714223	318	*	X1178	80007	124690419	124713919	23501	-	0	overlapStart	0	C10orf88
chr10	124739802	124739831	30	*	X1179	118672	124739556	124749923	10368	+	0	inside	245	PSTK
chr10	124768553	124768576	24	*	X1180	36	124768429	124817806	49378	+	0	inside	123	ACADSB
chr10	124768553	124768576	24	*	X1180	64376	124750322	124768366	18045	-	186	upstream	186	IKZF5
chr10	124768604	124768626	23	*	X1181	36	124768429	124817806	49378	+	0	inside	174	ACADSB
chr10	124768604	124768626	23	*	X1181	64376	124750322	124768366	18045	-	237	upstream	237	IKZF5
chr10	135122878	135123220	343	*	X1185	118471	135122894	135166187	43294	+	0	overlapStart	0	PRAP1
chr11	3663994	3664031	38	*	X1192	116969	3659736	3663546	3811	-	447	upstream	447	ART5
chr11	8008515	8008563	49	*	X1193	8665	8008445	8017719	9275	+	0	inside	69	EIF3F
chr11	14913993	14913996	4	*	X1197	120227	14899556	14913751	14196	-	241	upstream	241	CYP2R1
chr11	18127687	18127747	61	*	X1198	113174	18101890	18127638	25749	-	48	upstream	48	SAAL1
chr11	18415935	18415940	6	*	X1199	3939	18415936	18429765	13830	+	0	overlapStart	0	LDHA
chr11	28131639	28131840	202	*	X1202	81930	28042163	28129746	87584	-	1892	upstream	1892	KIF18A
chr11	30344477	30344509	33	*	X1203	120534	30344649	30359165	14517	+	139	upstream	139	ARL14EP
chr11	34126915	34126968	54	*	X1205	55226	34127111	34168458	41348	+	142	upstream	142	NAT10
chr11	46958039	46958198	160	*	X1221	79096	46958240	47185931	227692	+	41	upstream	41	C11orf49
chr11	47448696	47448723	28	*	X1222	5702	47440320	47448024	7705	-	671	upstream	671	PSMC3
chr11	57092787	57092816	30	*	X1224	85456	57067103	57092413	25311	-	373	upstream	373	TNKS1BP1
chr11	57103444	57103484	41	*	X1225	6749	57093459	57103351	9893	-	92	upstream	92	SSRP1
chr11	57227255	57227595	341	*	X1226	349667	57228339	57244384	16046	+	743	upstream	743	RTN4RL2
chr11	57508628	57508691	64	*	X1228	280636	57508722	57510883	2162	+	30	upstream	30	SELENOH
chr11	58874100	58874128	29	*	X1230	374393	58874658	58894888	20231	+	529	upstream	529	FAM111B
chr11	59522310	59522474	165	*	X1233	6809	59522532	59573355	50824	+	57	upstream	57	STX3
chr11	59578400	59578467	68	*	X1234	54948	59573608	59578345	4738	-	54	upstream	54	MRPL16
chr11	60609233	60609245	13	*	X1237	79080	60609429	60618561	9133	+	183	upstream	183	CCDC86
chr11	60609403	60609425	23	*	X1238	79080	60609429	60618561	9133	+	3	upstream	3	CCDC86
chr11	61348903	61349128	226	*	X1239	9066	61281188	61348344	67157	-	558	upstream	558	SYT7
chr11	62009895	62009942	48	*	X1243	10647	62009724	62012280	2557	+	0	inside	170	SCGB1D2
chr11	62420915	62421055	141	*	X1244	80789	62414320	62420774	6455	-	140	upstream	140	INTS5
chr11	62559537	62559583	47	*	X1245	79064	62557787	62559486	1700	-	50	upstream	50	TMEM223
chr11	62559597	62559644	48	*	X1246	79064	62557787	62559486	1700	-	110	upstream	110	TMEM223
chr11	62559704	62559789	86	*	X1247	79064	62557787	62559486	1700	-	217	upstream	217	TMEM223
chr11	63439205	63439420	216	*	X1249	25923	63396437	63439444	43008	-	0	inside	23	ATL3
chr11	63685723	63685866	144	*	X1250	283248	63678693	63684316	5624	-	1406	upstream	1406	RCOR2
chr11	64014888	64014897	10	*	X1251	26472	64011951	64014413	2463	-	474	upstream	474	PPP1R14B
chr11	64578497	64578656	160	*	X1254	4221	64570986	64578766	7781	-	0	inside	109	MEN1
chr11	64611880	64611939	60	*	X1255	55561	64591662	64612041	20380	-	0	inside	101	CDC42BPG
chr11	64692012	64692053	42	*	X1256	5526	64692143	64701950	9808	+	89	upstream	89	PPP2R5B
chr11	64692409	64692446	38	*	X1257	5526	64692143	64701950	9808	+	0	inside	265	PPP2R5B
chr11	64863389	64863580	192	*	X1258	738	64863587	64879332	15746	+	6	upstream	6	VPS51
chr11	65264858	65264868	11	*	X1260	378938	65265233	65273939	8707	+	364	upstream	364	MALAT1
chr11	65264881	65264932	52	*	X1261	378938	65265233	65273939	8707	+	300	upstream	300	MALAT1
chr11	65265322	65265332	11	*	X1262	378938	65265233	65273939	8707	+	0	inside	88	MALAT1
chr11	66115655	66115861	207	*	X1268	11041	66112843	66115161	2319	-	493	upstream	493	B4GAT1
chr11	67374243	67374256	14	*	X1274	4723	67374323	67380012	5690	+	66	upstream	66	NDUFV1
chr11	67771677	67771818	142	*	X1275	81622	67758575	67771593	13019	-	83	upstream	83	UNC93B1
chr11	68227512	68227574	63	*	X1276	55291	68228186	68382801	154616	+	611	upstream	611	PPP6R3
chr11	72524975	72525027	53	*	X1281	89849	72525451	72554717	29267	+	423	upstream	423	ATG16L2
chr11	72853969	72853998	30	*	X1282	9873	72547790	72853143	305354	-	825	upstream	825	FCHSD2
chr11	73309694	73309730	37	*	X1283	23201	73117028	73309228	192201	-	465	upstream	465	FAM168A
chr11	73472525	73472540	16	*	X1284	5870	73386683	73472201	85519	-	323	upstream	323	RAB6A
chr11	75062984	75063261	278	*	X1286	408	74971166	75062875	91710	-	108	upstream	108	ARRB1
chr11	75110471	75110492	22	*	X1287	6079	75111435	75111582	148	+	942	upstream	942	SNORD15A
chr11	75110471	75110492	22	*	X1287	6188	75110535	75133345	22811	+	42	upstream	42	RPS3
chr11	76092564	76092578	15	*	X1289	5612	76061004	76091880	30877	-	683	upstream	683	THAP12
chr11	76092605	76092634	30	*	X1290	5612	76061004	76091880	30877	-	724	upstream	724	THAP12
chr11	76092649	76092685	37	*	X1291	5612	76061004	76091880	30877	-	768	upstream	768	THAP12
chr11	82997584	82997589	6	*	X1292	60492	82972502	82997414	24913	-	169	upstream	169	CCDC90B
chr11	93394522	93394690	169	*	X1293	85459	93394816	93463522	68707	+	125	upstream	125	CEP295
chr11	96076564	96076576	13	*	X1295	84441	95711440	96076344	364905	-	219	upstream	219	MAML2
chr11	96123435	96123449	15	*	X1296	79780	96085929	96123083	37155	-	351	upstream	351	CCDC82
chr11	96123435	96123449	15	*	X1296	8690	96123158	96126727	3570	+	0	inside	276	JRKL
chr11	96123487	96123511	25	*	X1297	79780	96085929	96123083	37155	-	403	upstream	403	CCDC82
chr11	102188447	102188485	39	*	X1298	330	102188181	102210135	21955	+	0	inside	265	BIRC3
chr11	129765905	129765918	14	*	X1304	4798	129733670	129765490	31821	-	414	upstream	414	NFRKB
chr12	6642530	6642554	25	*	X1309	2597	6643585	6647537	3953	+	1030	upstream	1030	GAPDH
chr12	6642584	6642654	71	*	X1310	2597	6643585	6647537	3953	+	930	upstream	930	GAPDH
chr12	6716784	6716895	112	*	X1311	1108	6679248	6716551	37304	-	232	upstream	232	CHD4
chr12	7023543	7023569	27	*	X1317	2026	7023614	7032859	9246	+	44	upstream	44	ENO2
chr12	11323736	11323746	11	*	X1320	100129361	11323780	11328619	4840	+	33	upstream	33	SMIM10L1
chr12	13043474	13043530	57	*	X1324	9052	13043956	13066600	22645	+	425	upstream	425	GPRC5A
chr12	13197143	13197249	107	*	X1326	57613	13197315	13236383	39069	+	65	upstream	65	FAM234B
chr12	16035037	16035077	41	*	X1330	11171	16035288	16056410	21123	+	210	upstream	210	STRAP
chr12	19592152	19592253	102	*	X1331	121536	19592608	19675173	82566	+	354	upstream	354	AEBP2
chr12	22697553	22697728	176	*	X1332	9847	22601518	22697452	95935	-	100	upstream	100	C2CD5
chr12	27863526	27863538	13	*	X1333	60488	27863706	27909237	45532	+	167	upstream	167	MRPS35
chr12	31882157	31882394	238	*	X1338	196394	31824071	31882108	58038	-	48	upstream	48	AMN1
chr12	31882442	31882464	23	*	X1339	196394	31824071	31882108	58038	-	333	upstream	333	AMN1
chr12	32908936	32908950	15	*	X1342	51067	32899478	32908887	9410	-	48	upstream	48	YARS2
chr12	32908965	32908984	20	*	X1343	51067	32899478	32908887	9410	-	77	upstream	77	YARS2
chr12	38710280	38710311	32	*	X1344	144245	38710557	38723528	12972	+	245	upstream	245	ALG10B
chr12	44229330	44229351	22	*	X1346	84216	44229962	44783541	553580	+	610	upstream	610	TMEM117
chr12	48500228	48500263	36	*	X1350	29843	48436681	48500091	63411	-	136	upstream	136	SENP1
chr12	49365649	49365734	86	*	X1351	7480	49359123	49365641	6519	-	7	upstream	7	WNT10B
chr12	49450049	49450082	34	*	X1352	8085	49412758	49449107	36350	-	941	upstream	941	KMT2D
chr12	50221559	50221561	3	*	X1356	100286844	50222326	50234937	12612	+	764	upstream	764	BCDIN3D-AS1
chr12	50236969	50236973	5	*	X1357	144233	50229826	50236912	7087	-	56	upstream	56	BCDIN3D
chr12	50419504	50419587	84	*	X1358	29127	50382945	50419307	36363	-	196	upstream	196	RACGAP1
chr12	50419602	50419642	41	*	X1359	29127	50382945	50419307	36363	-	294	upstream	294	RACGAP1
chr12	50450968	50451198	231	*	X1360	41	50451420	50477405	25986	+	221	upstream	221	ASIC1
chr12	51477513	51477563	51	*	X1361	81566	51454988	51477454	22467	-	58	upstream	58	CSRNP2
chr12	52463321	52463380	60	*	X1363	60673	52463758	52471279	7522	+	377	upstream	377	ATG101
chr12	53575156	53575158	3	*	X1364	51380	53551447	53575135	23689	-	20	upstream	20	CSAD
chr12	53575184	53575218	35	*	X1365	51380	53551447	53575135	23689	-	48	upstream	48	CSAD
chr12	53626756	53626981	226	*	X1366	5916	53604350	53626040	21691	-	715	upstream	715	RARG
chr12	53693303	53693353	51	*	X1367	60314	53693470	53700965	7496	+	116	upstream	116	MYG1
chr12	53693399	53693449	51	*	X1368	60314	53693470	53700965	7496	+	20	upstream	20	MYG1
chr12	53895416	53895420	5	*	X1369	7786	53874276	53893444	19169	-	1971	upstream	1971	MAP3K12
chr12	54121221	54121292	72	*	X1371	57658	54104902	54121307	16406	-	0	inside	14	CALCOCO1
chr12	54332167	54332179	13	*	X1372	3229	54332576	54340328	7753	+	396	upstream	396	HOXC13
chr12	54332200	54332220	21	*	X1373	3229	54332576	54340328	7753	+	355	upstream	355	HOXC13
chr12	56109784	56109808	25	*	X1377	100528022	56109818	56118526	8709	+	9	upstream	9	BLOC1S1-RDH5
chr12	56109784	56109808	25	*	X1377	2647	56109818	56113871	4054	+	9	upstream	9	BLOC1S1
chr12	57482357	57482367	11	*	X1382	4665	57482677	57489259	6583	+	309	upstream	309	NAB2
chr12	57623177	57623403	227	*	X1385	6472	57623356	57628718	5363	+	0	overlapStart	0	SHMT2
chr12	58027006	58027010	5	*	X1386	2583	58019678	58027022	7345	-	0	inside	11	B4GALNT1
chr12	58148564	58148694	131	*	X1387	92979	58148881	58154193	5313	+	186	upstream	186	MARCHF9
chr12	72233308	72233444	137	*	X1393	64786	72233487	72320629	87143	+	42	upstream	42	TBC1D15
chr12	75905515	75905784	270	*	X1394	11103	75891419	75905418	14000	-	96	upstream	96	KRR1
chr12	75905799	75905822	24	*	X1395	11103	75891419	75905418	14000	-	380	upstream	380	KRR1
chr12	89920094	89920156	63	*	X1397	100528030	89913190	89920039	6850	-	54	upstream	54	POC1B-GALNT4
chr12	89920094	89920156	63	*	X1397	282809	89813498	89920039	106542	-	54	upstream	54	POC1B
chr12	89920094	89920156	63	*	X1397	8693	89913190	89918583	5394	-	1510	upstream	1510	GALNT4
chr12	94070961	94070972	12	*	X1398	8738	94071151	94288616	217466	+	178	upstream	178	CRADD
chr12	94071016	94071032	17	*	X1399	8738	94071151	94288616	217466	+	118	upstream	118	CRADD
chr12	97300730	97300762	33	*	X1402	121441	97301001	97347469	46469	+	238	upstream	238	NEDD1
chr12	107168762	107168924	163	*	X1405	100287944	106890188	107168609	278422	-	152	upstream	152	LOC100287944
chr12	109458843	109458928	86	*	X1407	55530	109304658	109458845	154188	-	0	overlapStart	0	SVOP
chr12	109458843	109458928	86	*	X1407	84749	109460894	109525831	64938	+	1965	upstream	1965	USP30
chr12	110337864	110337882	19	*	X1411	84260	110338079	110391074	52996	+	196	upstream	196	TCHP
chr12	110337923	110337987	65	*	X1412	84260	110338079	110391074	52996	+	91	upstream	91	TCHP
chr12	110434236	110434260	25	*	X1413	9815	110367607	110434194	66588	-	41	upstream	41	GIT2
chr12	110434274	110434388	115	*	X1414	9815	110367607	110434194	66588	-	79	upstream	79	GIT2
chr12	110940093	110940194	102	*	X1417	144715	110940005	110969891	29887	+	0	inside	87	RAD9B
chr12	110940093	110940194	102	*	X1417	51699	110929330	110939916	10587	-	176	upstream	176	VPS29
chr12	110940272	110940282	11	*	X1418	144715	110940005	110969891	29887	+	0	inside	266	RAD9B
chr12	110940272	110940282	11	*	X1418	51699	110929330	110939916	10587	-	355	upstream	355	VPS29
chr12	110940303	110940371	69	*	X1419	144715	110940005	110969891	29887	+	0	inside	297	RAD9B
chr12	110940303	110940371	69	*	X1419	51699	110929330	110939916	10587	-	386	upstream	386	VPS29
chr12	111181019	111181074	56	*	X1420	5501	111157613	111180783	23171	-	235	upstream	235	PPP1CC
chr12	115122840	115122925	86	*	X1421	6926	115108059	115121969	13911	-	870	upstream	870	TBX3
chr12	123380817	123380862	46	*	X1427	79720	123349875	123380712	30838	-	104	upstream	104	VPS37B
chr12	123756710	123756729	20	*	X1428	8099	123745517	123756863	11347	-	0	inside	133	CDK2AP1
chr12	132195254	132195343	90	*	X1433	6433	132195632	132284283	88652	+	288	upstream	288	SFSWAP
chr12	133707239	133707303	65	*	X1434	101060200	133696555	133707059	10505	-	179	upstream	179	ZNF891
chr12	133707239	133707303	65	*	X1434	10795	133707213	133783697	76485	+	0	inside	25	ZNF268
chr12	133707239	133707303	65	*	X1434	7556	133707213	133736049	28837	+	0	inside	25	ZNF10
chr13	26796661	26796692	32	*	X1435	6049	26706253	26796508	90256	-	152	upstream	152	RNF6
chr13	77901565	77901612	48	*	X1437	23077	77618792	77901177	282386	-	387	upstream	387	MYCBP2
chr13	91999536	91999572	37	*	X1440	407975	92000074	92006829	6756	+	501	upstream	501	MIR17HG
chr13	113242664	113242756	93	*	X1443	10426	113139328	113242481	103154	-	182	upstream	182	TUBGCP3
chr13	113951164	113951207	44	*	X1444	3916	113951469	113977741	26273	+	261	upstream	261	LAMP1
chr13	115000167	115000305	139	*	X1449	8881	115000362	115038150	37789	+	56	upstream	56	CDC16
chr14	23399000	23399073	74	*	X1455	10419	23389733	23398661	8929	-	338	upstream	338	PRMT5
chr14	23452082	23452205	124	*	X1456	84962	23440410	23451848	11439	-	233	upstream	233	AJUBA
chr14	24740896	24740940	45	*	X1459	5875	24734744	24740833	6090	-	62	upstream	62	RABGGTA
chr14	37641715	37641790	76	*	X1467	89874	37147126	37641865	494740	-	0	inside	74	SLC25A21
chr14	45366179	45366194	16	*	X1468	122525	45366507	45376460	9954	+	312	upstream	312	C14orf28
chr14	51135400	51135416	17	*	X1470	60485	51100298	51135071	34774	-	328	upstream	328	SAV1
chr14	61201271	61201425	155	*	X1473	4331	61201459	61435398	233940	+	33	upstream	33	MNAT1
chr14	67878923	67878989	67	*	X1477	26499	67853700	67878828	25129	-	94	upstream	94	PLEK2
chr14	70234770	70234774	5	*	X1480	100289511	70233000	70234430	1431	-	339	upstream	339	LOC100289511
chr14	71107968	71108037	70	*	X1481	23508	71108504	71142077	33574	+	466	upstream	466	TTC9
chr14	74318742	74318788	47	*	X1488	145482	74318534	74352168	33635	+	0	inside	207	PTGR2
chr14	74318742	74318788	47	*	X1488	57862	74318674	74398991	80318	+	0	inside	67	ZNF410
chr14	77279329	77279387	59	*	X1489	23357	77253586	77279283	25698	-	45	upstream	45	ANGEL1
chr14	102430673	102430761	89	*	X1501	1778	102430865	102517135	86271	+	103	upstream	103	DYNC1H1
chr14	103243037	103243376	340	*	X1502	7187	103243816	103377837	134022	+	439	upstream	439	TRAF3
chr14	105781876	105781897	22	*	X1516	2972	105675623	105781914	106292	-	0	inside	16	BRF1
chr14	105782024	105782055	32	*	X1517	2972	105675623	105781914	106292	-	109	upstream	109	BRF1
chr15	29562157	29562185	29	*	X1518	56160	29560353	29562020	1668	-	136	upstream	136	NSMCE3
chr15	29562233	29562250	18	*	X1519	56160	29560353	29562020	1668	-	212	upstream	212	NSMCE3
chr15	34517042	34517054	13	*	X1520	51234	34517245	34522352	5108	+	190	upstream	190	EMC4
chr15	34517070	34517071	2	*	X1521	51234	34517245	34522352	5108	+	173	upstream	173	EMC4
chr15	40452949	40452979	31	*	X1525	701	40453210	40513337	60128	+	230	upstream	230	BUB1B
chr15	40453130	40453146	17	*	X1526	701	40453210	40513337	60128	+	63	upstream	63	BUB1B
chr15	40674957	40675111	155	*	X1528	90417	40674922	40686489	11568	+	0	inside	34	KNSTRN
chr15	40885865	40885891	27	*	X1531	57082	40886447	40954881	68435	+	555	upstream	555	KNL1
chr15	41055392	41055503	112	*	X1532	2644	41056285	41059911	3627	+	781	upstream	781	GCHFR
chr15	41166451	41166488	38	*	X1534	171177	41164412	41166487	2076	-	0	overlapStart	0	RHOV
chr15	41221563	41221673	111	*	X1535	54567	41221531	41231258	9728	+	0	inside	31	DLL4
chr15	41913646	41913664	19	*	X1536	23269	41913764	42062141	148378	+	99	upstream	99	MGA
chr15	45019249	45019274	26	*	X1537	140691	45021219	45060025	38807	+	1944	upstream	1944	TRIM69
chr15	45493382	45493516	135	*	X1538	90525	45459412	45493373	33962	-	8	upstream	8	SHF
chr15	59730097	59730125	29	*	X1547	145773	59730372	59815751	85380	+	246	upstream	246	FAM81A
chr15	60691103	60691129	27	*	X1548	302	60639350	60690185	50836	-	917	upstream	917	ANXA2
chr15	60691146	60691378	233	*	X1549	302	60639350	60690185	50836	-	960	upstream	960	ANXA2
chr15	63413835	63413955	121	*	X1550	114294	63413999	63434260	20262	+	43	upstream	43	LACTB
chr15	64387897	64387908	12	*	X1554	6642	64388083	64436433	48351	+	174	upstream	174	SNX1
chr15	64387897	64387908	12	*	X1554	84191	64364761	64386207	21447	-	1689	upstream	1689	CIAO2A
chr15	65578688	65578796	109	*	X1555	54956	65550437	65579018	28582	-	0	inside	221	PARP16
chr15	65903695	65903735	41	*	X1558	81556	65871096	65903627	32532	-	67	upstream	67	INTS14
chr15	65903695	65903735	41	*	X1558	9187	65903704	65953256	49553	+	0	overlapStart	0	SLC24A1
chr15	66161244	66161376	133	*	X1559	8766	66161797	66184329	22533	+	420	upstream	420	RAB11A
chr15	68569864	68570002	139	*	X1568	10116	68570141	68583640	13500	+	138	upstream	138	FEM1B
chr15	72565294	72565329	36	*	X1574	56965	72533522	72563628	30107	-	1665	upstream	1665	PARP6
chr15	75287546	75287567	22	*	X1580	192683	75287876	75313836	25961	+	308	upstream	308	SCAMP5
chr15	75287621	75287666	46	*	X1581	192683	75287876	75313836	25961	+	209	upstream	209	SCAMP5
chr15	75287709	75287716	8	*	X1582	192683	75287876	75313836	25961	+	159	upstream	159	SCAMP5
chr15	75661121	75661152	32	*	X1583	4123	75648133	75660968	12836	-	152	upstream	152	MAN2C1
chr15	79164988	79165028	41	*	X1585	10933	79165123	79190081	24959	+	94	upstream	94	MORF4L1
chr15	83654471	83654499	29	*	X1588	83640	83654955	83659809	4855	+	455	upstream	455	RAMAC
chr15	83680491	83680501	11	*	X1589	123207	83657715	83680393	22679	-	97	upstream	97	C15orf40
chr15	89878482	89878582	101	*	X1593	5428	89859536	89878026	18491	-	455	upstream	455	POLG
chr15	90437509	90437609	101	*	X1594	10239	90373831	90437617	63787	-	0	inside	7	AP3S2
chr15	90437626	90437685	60	*	X1595	10239	90373831	90437617	63787	-	8	upstream	8	AP3S2
chr15	93447366	93447366	1	*	X1596	100422995	93447629	93447705	77	+	262	upstream	262	MIR3175
chr16	717856	717910	55	*	X1603	89941	718083	724174	6092	+	172	upstream	172	RHOT2
chr16	776825	776856	32	*	X1604	124093	772582	776880	4299	-	0	inside	23	CCDC78
chr16	776825	776856	32	*	X1604	84264	776958	779715	2758	+	101	upstream	101	HAGHL
chr16	1128507	1128518	12	*	X1606	146336	1114082	1128731	14650	-	0	inside	212	SSTR5-AS1
chr16	1128892	1129037	146	*	X1607	146336	1114082	1128731	14650	-	160	upstream	160	SSTR5-AS1
chr16	2009324	2009382	59	*	X1609	4716	2009517	2011976	2460	+	134	upstream	134	NDUFB10
chr16	2021843	2021856	14	*	X1610	10607	2022064	2028751	6688	+	207	upstream	207	TBL3
chr16	2391027	2391277	251	*	X1614	21	2325879	2390747	64869	-	279	upstream	279	ABCA3
chr16	2563506	2563555	50	*	X1615	527	2563727	2570224	6498	+	171	upstream	171	ATP6V0C
chr16	3018736	3018886	151	*	X1616	124222	3019342	3023485	4144	+	455	upstream	455	PAQR4
chr16	3018898	3018920	23	*	X1617	124222	3019342	3023485	4144	+	421	upstream	421	PAQR4
chr16	3073868	3073911	44	*	X1618	79228	3074032	3077756	3725	+	120	upstream	120	THOC6
chr16	3162340	3162496	157	*	X1619	7755	3162563	3170518	7956	+	66	upstream	66	ZNF205
chr16	4401525	4401563	39	*	X1623	51025	4390252	4401373	11122	-	151	upstream	151	PAM16
chr16	4526284	4526322	39	*	X1626	57407	4511695	4524896	13202	-	1387	upstream	1387	NMRAL1
chr16	4588899	4589129	231	*	X1627	29965	4560677	4588816	28140	-	82	upstream	82	CDIP1
chr16	4818600	4818656	57	*	X1628	26048	4800815	4817166	16352	-	1433	upstream	1433	ZNF500
chr16	5008482	5008811	330	*	X1629	9717	5008318	5069156	60839	+	0	inside	163	SEC14L5
chr16	5084053	5084053	1	*	X1630	51172	5074845	5083942	9098	-	110	upstream	110	NAGPA
chr16	19533484	19533519	36	*	X1637	51573	19513015	19533450	20436	-	33	upstream	33	GDE1
chr16	19533484	19533519	36	*	X1637	9738	19535179	19564728	29550	+	1659	upstream	1659	CCP110
chr16	21532009	21532090	82	*	X1639	100271836	21415198	21531765	116568	-	243	upstream	243	SMG1P3
chr16	21532009	21532090	82	*	X1639	387254	21529230	21531765	2536	-	243	upstream	243	SLC7A5P2
chr16	23160977	23160997	21	*	X1642	57478	23072728	23160591	87864	-	385	upstream	385	USP31
chr16	23161010	23161138	129	*	X1643	57478	23072728	23160591	87864	-	418	upstream	418	USP31
chr16	23568306	23568333	28	*	X1644	56061	23568862	23585710	16849	+	528	upstream	528	UBFD1
chr16	25269802	25269835	34	*	X1645	342357	25247322	25268855	21534	-	946	upstream	946	ZKSCAN2
chr16	27214699	27214782	84	*	X1646	79831	27214807	27233089	18283	+	24	upstream	24	KDM8
chr16	28833824	28833904	81	*	X1647	11273	28834369	28848558	14190	+	464	upstream	464	ATXN2L
chr16	28985924	28985947	24	*	X1648	83985	28986096	28996838	10743	+	148	upstream	148	SPNS1
chr16	29801713	29801759	47	*	X1649	3835	29802034	29816706	14673	+	274	upstream	274	KIF22
chr16	29874983	29874993	11	*	X1650	10423	29869678	29874578	4901	-	404	upstream	404	CDIPT
chr16	29874983	29874993	11	*	X1650	440356	29875004	29879374	4371	+	10	upstream	10	CDIPTOSP
chr16	29911319	29911370	52	*	X1651	253982	29912147	29930953	18807	+	776	upstream	776	ASPHD1
chr16	29911319	29911370	52	*	X1651	26470	29882480	29910585	28106	-	733	upstream	733	SEZ6L2
chr16	29984622	29984778	157	*	X1652	9344	29985188	30003582	18395	+	409	upstream	409	TAOK2
chr16	29984813	29984914	102	*	X1653	9344	29985188	30003582	18395	+	273	upstream	273	TAOK2
chr16	30108047	30108113	67	*	X1654	83719	30103635	30107537	3903	-	509	upstream	509	YPEL3
chr16	30709281	30709314	34	*	X1657	10847	30709914	30756517	46604	+	599	upstream	599	SRCAP
chr16	30798670	30798679	10	*	X1658	23361	30789770	30798523	8754	-	146	upstream	146	ZNF629
chr16	30907052	30907089	38	*	X1661	1489	30907928	30914881	6954	+	838	upstream	838	CTF1
chr16	30907052	30907089	38	*	X1661	9274	30846270	30905399	59130	-	1652	upstream	1652	BCL7C
chr16	30907136	30907149	14	*	X1662	1489	30907928	30914881	6954	+	778	upstream	778	CTF1
chr16	30907136	30907149	14	*	X1662	9274	30846270	30905399	59130	-	1736	upstream	1736	BCL7C
chr16	31106401	31106412	12	*	X1664	339105	31094745	31106276	11532	-	124	upstream	124	PRSS53
chr16	31106401	31106412	12	*	X1664	79001	31102175	31106276	4102	-	124	upstream	124	VKORC1
chr16	31106446	31106458	13	*	X1665	339105	31094745	31106276	11532	-	169	upstream	169	PRSS53
chr16	31106446	31106458	13	*	X1665	79001	31102175	31106276	4102	-	169	upstream	169	VKORC1
chr16	50099710	50099762	53	*	X1667	55027	50099881	50139375	39495	+	118	upstream	118	HEATR3
chr16	56642244	56642252	9	*	X1669	4489	56642478	56673999	31522	+	225	upstream	225	MT1A
chr16	56642244	56642252	9	*	X1669	4502	56642478	56643409	932	+	225	upstream	225	MT2A
chr16	58163652	58163718	67	*	X1672	29105	58147497	58163296	15800	-	355	upstream	355	CFAP20
chr16	58163832	58163864	33	*	X1673	29105	58147497	58163296	15800	-	535	upstream	535	CFAP20
chr16	58426221	58426238	18	*	X1674	64785	58426298	58440048	13751	+	59	upstream	59	GINS3
chr16	58718651	58718791	141	*	X1675	55238	58700298	58718674	18377	-	0	overlapStart	0	SLC38A7
chr16	58768354	58768371	18	*	X1676	2806	58741035	58768246	27212	-	107	upstream	107	GOT2
chr16	67218543	67218562	20	*	X1680	653319	67209505	67217943	8439	-	599	upstream	599	KIAA0895L
chr16	67225885	67225969	85	*	X1681	1874	67226068	67232821	6754	+	98	upstream	98	E2F4
chr16	67225885	67225969	85	*	X1681	283849	67213333	67224107	10775	-	1777	upstream	1777	EXOC3L1
chr16	67841033	67841115	83	*	X1684	55815	67840977	67861971	20995	+	0	inside	55	TSNAXIP1
chr16	67841033	67841115	83	*	X1684	57610	67757005	67840555	83551	-	477	upstream	477	RANBP10
chr16	67906784	67906868	85	*	X1685	23644	67906926	67918417	11492	+	57	upstream	57	EDC4
chr16	68279037	68279046	10	*	X1686	23659	68279247	68294961	15715	+	200	upstream	200	PLA2G15
chr16	75467799	75467830	32	*	X1695	10428	75327608	75467387	139780	-	411	upstream	411	CFDP1
chr16	75657466	75657485	20	*	X1696	23536	75632247	75657221	24975	-	244	upstream	244	ADAT1
chr16	75657502	75657543	42	*	X1697	23536	75632247	75657221	24975	-	280	upstream	280	ADAT1
chr16	84853576	84853705	130	*	X1699	83716	84853587	84943116	89530	+	0	overlapStart	0	CRISPLD2
chr16	84853850	84853862	13	*	X1700	83716	84853587	84943116	89530	+	0	inside	262	CRISPLD2
chr16	89387075	89387156	82	*	X1713	100287036	89387541	89391518	3978	+	384	upstream	384	LOC100287036
chr16	89387240	89387285	46	*	X1714	100287036	89387541	89391518	3978	+	255	upstream	255	LOC100287036
chr17	3749774	3749788	15	*	X1725	55421	3710045	3749545	39501	-	228	upstream	228	NCBP3
chr17	4613282	4613301	20	*	X1727	409	4613789	4624795	11007	+	487	upstream	487	ARRB2
chr17	5372470	5372664	195	*	X1730	56919	5344232	5372380	28149	-	89	upstream	89	DHX33
chr17	7137965	7138075	111	*	X1731	1856	7128661	7137863	9203	-	101	upstream	101	DVL2
chr17	7146163	7146244	82	*	X1732	11337	7143738	7145753	2016	-	409	upstream	409	GABARAP
chr17	7146483	7146569	87	*	X1733	11337	7143738	7145753	2016	-	729	upstream	729	GABARAP
chr17	7210240	7210318	79	*	X1734	1984	7210318	7215782	5465	+	0	overlapStart	0	EIF5A
chr17	7210361	7210400	40	*	X1735	1984	7210318	7215782	5465	+	0	inside	42	EIF5A
